,clicks,relative time,label
MC,1,552,love
MC,1,630,love
MC,1,478,love
MC,1,520,love
MC,1,483,love
MC,1,520,love
MC,1,520,love
MC,1,419,love
MC,1,427,love
MC,1,499,love
MC,1,437,love
MC,1,526,love
MC,1,494,love
MC,1,454,love
MC,1,522,love
MC,1,482,love
MC,1,523,love
MC,1,442,love
MC,1,419,love
MC,1,571,love
MC,1,527,love
MC,1,512,love
MC,1,431,love
MC,1,470,love
MC,1,581,love
MC,1,421,love
MC,1,584,love
MC,1,418,love
MC,1,583,love
MC,1,417,love
MC,1,460,love
MC,1,453,love
MC,1,550,love
MC,1,647,love
MC,1,413,love
MC,1,465,love
MC,1,412,love
MC,1,407,love
MC,1,430,love
MC,1,438,love
MC,1,819,love
MC,1,989,love
MC,2,215,love
MC,1,461,love
MC,1,524,love
MC,1,482,love
MC,1,404,love
MC,1,527,love
MC,1,437,love
MC,1,398,love
MC,1,405,love
MC,1,3191,love
MC,1,510,love
MC,1,809,love
MC,1,0,love
MC,1,786,love
MC,1,407,love
MC,1,1596,love
MC,1,467,love
MC,1,530,love
MC,1,450,love
MC,1,464,love
MC,2,293,love
MC,1,472,love
MC,1,491,love
MC,1,542,love
MC,1,435,love
MC,1,566,love
MC,1,448,love
MC,1,427,love
MC,1,477,love
MC,1,545,love
MC,1,527,love
MC,1,419,love
MC,1,412,love
MC,1,436,love
MC,1,426,love
MC,1,455,love
MC,1,713,love
MC,1,430,love
MC,1,496,love
MC,1,405,love
MC,1,405,love
MC,1,466,love
MC,1,430,love
MC,1,543,love
MC,1,573,love
MC,1,606,love
MC,1,425,love
MC,1,441,love
MC,1,423,love
MC,1,482,love
MC,1,414,love
MC,1,437,love
MC,1,696,love
MC,1,545,love
MC,1,436,love
MC,1,407,love
MC,1,673,love
MC,1,416,love
MC,1,417,love
MC,1,524,love
MC,1,601,love
MC,1,418,love
MC,1,434,love
MC,1,426,love
MC,1,481,love
MC,1,416,love
MC,1,444,love
MC,1,464,love
MC,1,436,love
MC,1,410,love
MC,1,417,love
MC,1,524,love
MC,1,427,love
MC,1,672,love
MC,1,562,love
MC,1,418,love
MC,1,501,love
MC,1,428,love
MC,1,503,love
MC,1,442,love
MC,1,460,love
MC,1,437,love
MC,1,475,love
MC,1,678,love
MC,1,497,love
MC,1,411,love
MC,1,599,love
MC,1,429,love
MC,1,450,love
MC,1,504,love
MC,1,486,love
MC,1,499,love
MC,1,431,love
MC,1,423,love
MC,1,464,love
MC,1,488,love
MC,1,480,love
MC,1,555,love
MC,1,583,love
MC,1,661,love
MC,1,524,love
MC,1,562,love
MC,1,555,love
MC,1,475,love
MC,1,589,love
MC,1,408,love
MC,1,434,love
MC,1,412,love
MC,1,593,love
MC,1,468,love
MC,1,509,love
MC,1,399,love
MC,1,469,love
MC,1,522,love
MC,1,503,love
MC,1,471,love
MC,1,533,love
MC,1,555,love
MC,1,581,love
MC,1,449,love
MC,1,561,love
MC,1,413,love
MC,1,542,love
MC,1,471,love
MC,1,642,love
MC,1,649,love
MC,1,530,love
MC,1,594,love
MC,1,632,love
MC,1,430,love
MC,1,746,love
MC,1,655,love
MC,1,423,love
MC,1,478,love
MC,1,659,love
MC,1,652,love
MC,1,475,love
MC,1,608,love
MC,1,500,love
MC,1,489,love
MC,1,449,love
MC,1,498,love
MC,1,583,love
MC,1,433,love
MC,1,618,love
MC,1,424,love
MC,1,417,love
MC,1,640,love
MC,1,471,love
MC,1,464,love
MC,1,440,love
MC,1,620,love
MC,1,452,love
MC,1,593,love
MC,1,435,love
MC,1,578,love
MC,1,640,love
MC,1,416,love
MC,1,507,love
MC,1,512,love
MC,1,599,love
MC,1,634,love
MC,1,519,love
MC,1,432,love
MC,1,441,love
MC,1,518,love
MC,1,457,love
MC,1,510,love
MC,1,467,love
MC,1,616,love
MC,1,459,love
MC,1,551,love
MC,1,523,love
MC,1,594,love
MC,1,709,love
MC,1,497,love
MC,1,629,love
MC,1,426,love
MC,1,1639,love
MC,1,589,love
MC,1,596,love
MC,1,481,love
MC,1,451,love
MC,1,666,love
MC,1,463,love
MC,1,478,love
MC,1,537,love
MC,1,770,love
MC,1,534,love
MC,1,531,love
MC,1,535,love
MC,1,582,love
MC,1,448,love
MC,1,438,love
MC,1,426,love
MC,1,873,love
MC,1,533,love
MC,1,434,love
MC,1,1726,love
MC,1,425,love
MC,1,483,love
MC,1,526,love
MC,1,580,love
MC,1,508,love
MC,1,403,love
MC,1,511,love
MC,1,432,love
MC,1,0,love
MC,1,408,love
MC,1,531,love
MC,1,599,love
MC,1,613,love
MC,1,515,love
MC,1,442,love
MC,1,458,love
MC,1,402,love
MC,1,493,love
MC,1,577,love
MC,1,623,love
MC,1,421,love
MC,1,610,love
MC,1,531,love
MC,1,532,love
MC,1,1439,love
MC,1,0,love
MC,1,564,love
MC,1,658,love
MC,1,630,love
MC,1,492,love
MC,1,811,love
MC,1,560,love
MC,1,573,love
MC,1,1848,love
MC,1,439,love
MC,1,491,love
MC,1,523,love
MC,1,437,love
MC,1,518,love
MC,1,631,love
MC,1,462,love
MC,1,468,love
MC,1,483,love
MC,1,464,love
MC,1,575,love
MC,1,418,love
MC,1,543,love
MC,1,418,love
MC,1,543,love
MC,1,395,love
MC,1,435,love
MC,1,529,love
MC,1,431,love
MC,1,641,love
MC,1,432,love
MC,1,698,love
MC,1,625,love
MC,1,567,love
MC,1,561,love
MC,1,409,love
MC,1,475,love
MC,1,534,love
MC,1,619,love
MC,1,536,love
MC,1,651,love
MC,1,405,love
MC,1,596,love
MC,1,585,love
MC,1,710,love
MC,1,630,love
MC,1,557,love
MC,1,534,love
MC,1,455,love
MC,1,418,love
MC,1,557,love
MC,1,487,love
MC,1,445,love
MC,1,464,love
MC,1,413,love
MC,1,610,love
MC,1,604,love
MC,1,544,love
MC,1,425,love
MC,1,478,love
MC,1,467,love
MC,1,442,love
MC,1,418,love
MC,1,465,love
MC,1,689,love
MC,1,570,love
MC,1,592,love
MC,1,576,love
MC,1,410,love
MC,1,506,love
MC,1,423,love
MC,1,416,love
MC,1,455,love
MC,1,433,love
MC,1,524,love
MC,1,570,love
MC,1,408,love
MC,1,379,love
MC,1,437,love
MC,1,472,love
MC,1,460,love
MC,1,489,love
MC,1,588,love
MC,1,461,love
MC,1,468,love
MC,1,484,love
MC,1,602,love
MC,1,473,love
MC,1,491,love
MC,1,511,love
MC,1,544,love
MC,1,409,love
MC,1,750,love
MC,1,595,love
MC,1,476,love
MC,1,409,love
MC,1,484,love
MC,1,546,love
MC,1,753,love
MC,1,608,love
MC,1,556,love
MC,1,429,love
MC,1,569,love
MC,1,424,love
MC,1,579,love
MC,1,494,love
MC,1,559,love
MC,1,408,love
MC,1,408,love
MC,1,506,love
MC,1,520,love
MC,1,625,love
MC,1,581,love
MC,1,463,love
MC,1,700,love
MC,1,446,love
MC,1,646,love
MC,1,474,love
MC,1,445,love
MC,1,428,love
MC,1,446,love
MC,1,416,love
MC,1,466,love
MC,1,417,love
MC,1,446,love
MC,1,450,love
MC,1,631,love
MC,1,594,love
MC,1,538,love
MC,1,691,love
MC,1,494,love
MC,1,511,love
MC,1,413,love
MC,1,419,love
MC,1,532,love
MC,1,405,love
MC,1,463,love
MC,1,501,love
MC,1,2120,love
MC,1,444,love
MC,1,552,love
MC,1,437,love
MC,1,681,love
MC,1,454,love
MC,1,442,love
MC,1,633,love
MC,1,464,love
MC,1,467,love
MC,1,443,love
MC,1,430,love
MC,1,483,love
MC,1,453,love
MC,1,651,love
MC,1,584,love
MC,1,499,love
MC,1,634,love
MC,1,677,love
MC,1,426,love
MC,1,437,love
MC,1,555,love
MC,1,461,love
MC,1,696,love
MC,1,458,love
MC,1,473,love
MC,1,455,love
MC,1,424,love
MC,1,443,love
MC,1,575,love
MC,1,492,love
MC,1,644,love
MC,1,553,love
MC,1,499,love
MC,1,418,love
MC,1,407,love
MC,1,643,love
MC,1,595,love
MC,1,582,love
MC,1,557,love
MC,1,420,love
MC,1,409,love
MC,1,709,love
MC,1,544,love
MC,1,626,love
MC,1,420,love
MC,1,440,love
MC,1,638,love
MC,1,441,love
MC,1,493,love
MC,1,572,love
MC,1,618,love
MC,1,484,love
MC,1,553,love
MC,1,479,love
MC,1,504,love
MC,1,472,love
MC,1,525,love
MC,1,428,love
MC,1,501,love
MC,1,509,love
MC,1,677,love
MC,1,416,love
MC,1,576,love
MC,1,561,love
MC,1,515,love
MC,1,563,love
MC,1,569,love
MC,1,482,love
MC,1,502,love
MC,1,560,love
MC,1,503,love
MC,1,693,love
MC,1,557,love
MC,1,600,love
MC,1,522,love
MC,1,440,love
MC,1,601,love
MC,1,589,love
MC,1,526,love
MC,1,555,love
MC,1,440,love
MC,1,432,love
MC,1,522,love
MC,1,466,love
MC,1,593,love
MC,1,538,love
MC,1,616,love
MC,1,422,love
MC,1,445,love
MC,1,642,love
MC,1,436,love
MC,1,531,love
MC,1,714,love
MC,1,452,love
MC,1,424,love
MC,1,513,love
MC,1,496,love
MC,1,650,love
MC,1,440,love
MC,1,411,love
MC,1,439,love
MC,1,436,love
MC,1,433,love
MC,1,536,love
MC,1,525,love
MC,1,446,love
MC,1,610,love
MC,1,444,love
MC,1,478,love
MC,1,491,love
MC,1,432,love
MC,1,435,love
MC,1,447,love
MC,1,475,love
MC,1,415,love
MC,1,501,love
MC,1,472,love
MC,1,451,love
MC,1,543,love
MC,1,493,love
MC,1,461,love
MC,1,439,love
MC,1,450,love
MC,1,496,love
MC,1,433,love
MC,1,662,love
MC,1,458,love
MC,1,507,love
MC,1,445,love
MC,1,491,love
MC,1,417,love
MC,1,480,love
MC,1,495,love
MC,1,438,love
MC,1,434,love
MC,1,635,love
MC,1,454,love
MC,1,488,love
MC,1,441,love
MC,1,424,love
MC,1,492,love
MC,1,437,love
MC,1,436,love
MC,1,429,love
MC,1,574,love
MC,1,454,love
MC,1,490,love
MC,1,439,love
MC,1,689,love
MC,1,532,love
MC,1,479,love
MC,1,525,love
MC,1,444,love
MC,1,704,love
MC,1,608,love
MC,1,433,love
MC,1,441,love
MC,1,448,love
MC,1,453,love
MC,1,449,love
MC,1,450,love
MC,1,606,love
MC,1,452,love
MC,1,592,love
MC,1,412,love
MC,1,553,love
MC,1,0,love
MC,1,437,love
MC,1,429,love
MC,1,448,love
MC,1,503,love
MC,1,416,love
MC,1,523,love
MC,1,472,love
MC,1,515,love
MC,1,412,love
MC,1,446,love
MC,1,434,love
MC,1,442,love
MC,1,447,love
MC,1,549,love
MC,1,455,love
MC,1,439,love
MC,1,537,love
MC,1,464,love
MC,1,412,love
MC,1,559,love
MC,1,553,love
MC,1,505,love
MC,1,558,love
MC,1,470,love
MC,1,500,love
MC,1,512,love
MC,1,528,love
MC,1,420,love
MC,1,650,love
MC,1,549,love
MC,1,561,love
MC,1,564,love
MC,1,434,love
MC,1,572,love
MC,1,442,love
MC,1,674,love
MC,1,516,love
MC,1,504,love
MC,1,446,love
MC,1,542,love
MC,1,505,love
MC,1,503,love
MC,1,689,love
MC,1,525,love
MC,1,427,love
MC,1,527,love
MC,1,563,love
MC,1,668,love
MC,1,486,love
MC,1,422,love
MC,1,616,love
MC,1,434,love
MC,1,436,love
MC,1,522,love
MC,1,557,love
MC,1,421,love
MC,1,464,love
MC,2,490,love
MC,1,507,love
MC,1,518,love
MC,1,1257,love
MC,1,426,love
MC,1,421,love
MC,1,521,love
MC,1,430,love
MC,1,471,love
MC,1,425,love
MC,1,473,love
MC,1,429,love
MC,1,490,love
MC,1,556,love
MC,1,552,love
MC,1,461,love
MC,1,421,love
MC,1,694,love
MC,1,427,love
MC,1,417,love
MC,1,482,love
MC,1,445,love
MC,1,513,love
MC,1,419,love
MC,1,492,love
MC,1,533,love
MC,1,408,love
MC,1,502,love
MC,1,447,love
MC,1,436,love
MC,1,451,love
MC,1,473,love
MC,1,446,love
MC,1,505,love
MC,1,448,love
MC,1,447,love
MC,1,490,love
MC,1,509,love
MC,1,503,love
MC,1,474,love
MC,1,658,love
MC,1,493,love
MC,1,575,love
MC,1,472,love
MC,1,437,love
MC,1,432,love
MC,1,461,love
MC,1,477,love
MC,1,443,love
MC,1,482,love
MC,1,391,nishant
MC,1,406,nishant
MC,1,446,nishant
MC,1,452,nishant
MC,1,376,nishant
MC,1,368,nishant
MC,1,370,nishant
MC,1,1187,nishant
MC,1,397,nishant
MC,1,419,nishant
MC,1,384,nishant
MC,1,384,nishant
MC,1,375,nishant
MC,1,445,nishant
MC,1,367,nishant
MC,1,349,nishant
MC,1,420,nishant
MC,1,355,nishant
MC,1,424,nishant
MC,1,369,nishant
MC,1,370,nishant
MC,1,376,nishant
MC,1,375,nishant
MC,1,398,nishant
MC,1,0,nishant
MC,1,398,nishant
MC,1,468,nishant
MC,1,391,nishant
MC,1,363,nishant
MC,1,404,nishant
MC,1,349,nishant
MC,1,422,nishant
MC,1,340,nishant
MC,1,377,nishant
MC,1,405,nishant
MC,1,424,nishant
MC,1,396,nishant
MC,1,0,nishant
MC,1,418,nishant
MC,1,362,nishant
MC,1,369,nishant
MC,1,357,nishant
MC,1,346,nishant
MC,1,376,nishant
MC,1,404,nishant
MC,1,362,nishant
MC,1,403,nishant
MC,1,453,nishant
MC,1,427,nishant
MC,1,398,nishant
MC,1,390,nishant
MC,1,406,nishant
MC,1,397,nishant
MC,1,0,nishant
MC,1,418,nishant
MC,1,418,nishant
MC,1,433,nishant
MC,1,501,nishant
MC,1,440,nishant
MC,1,390,nishant
MC,1,433,nishant
MC,1,357,nishant
MC,1,405,nishant
MC,1,433,nishant
MC,1,368,nishant
MC,1,397,nishant
MC,1,446,nishant
MC,1,397,nishant
MC,1,376,nishant
MC,1,440,nishant
MC,1,997,nishant
MC,1,411,nishant
MC,1,460,nishant
MC,1,406,nishant
MC,1,377,nishant
MC,1,396,nishant
MC,1,344,nishant
MC,1,397,nishant
MC,1,405,nishant
MC,1,432,nishant
MC,1,461,nishant
MC,1,396,nishant
MC,1,0,nishant
MC,1,383,nishant
MC,1,425,nishant
MC,1,547,nishant
MC,1,397,nishant
MC,1,398,nishant
MC,1,377,nishant
MC,1,391,nishant
MC,1,546,nishant
MC,1,418,nishant
MC,1,433,nishant
MC,1,482,nishant
MC,1,417,nishant
MC,1,397,nishant
MC,1,398,nishant
MC,1,454,nishant
MC,1,391,nishant
MC,1,405,nishant
MC,1,383,nishant
MC,1,384,nishant
MC,1,419,nishant
MC,1,475,nishant
MC,1,432,nishant
MC,1,432,nishant
MC,1,418,nishant
MC,1,432,nishant
MC,1,432,nishant
MC,1,412,nishant
MC,1,0,nishant
MC,1,418,nishant
MC,1,540,nishant
MC,1,411,nishant
MC,1,426,nishant
MC,1,434,nishant
MC,1,423,nishant
MC,1,404,nishant
MC,1,376,nishant
MC,1,431,nishant
MC,1,398,nishant
MC,1,572,nishant
MC,1,450,nishant
MC,1,398,nishant
MC,1,0,nishant
MC,1,707,nishant
MC,1,397,nishant
MC,1,574,nishant
MC,1,426,nishant
MC,1,419,nishant
MC,1,405,nishant
MC,1,454,nishant
MC,1,363,nishant
MC,1,496,nishant
MC,1,391,nishant
MC,1,383,nishant
MC,1,404,nishant
MC,1,368,nishant
MC,1,384,nishant
MC,1,433,nishant
MC,1,404,nishant
MC,1,440,nishant
MC,1,369,nishant
MC,1,1622,nishant
MC,1,0,nishant
MC,2,0,nishant
MC,1,388,nishant
MC,2,214,nishant
MC,1,460,nishant
MC,1,404,nishant
MC,1,432,nishant
MC,1,432,nishant
MC,1,382,nishant
MC,1,425,nishant
MC,1,385,nishant
MC,2,214,nishant
MC,1,560,nishant
MC,1,440,nishant
MC,1,412,nishant
MC,1,382,nishant
MC,1,390,nishant
MC,1,389,nishant
MC,1,411,nishant
MC,1,446,nishant
MC,1,370,nishant
MC,1,474,nishant
MC,1,404,nishant
MC,1,418,nishant
MC,1,375,nishant
MC,1,390,nishant
MC,1,474,nishant
MC,1,396,nishant
MC,1,418,nishant
MC,1,432,nishant
MC,1,361,nishant
MC,1,482,nishant
MC,1,418,nishant
MC,1,433,nishant
MC,1,440,nishant
MC,1,411,nishant
MC,1,397,nishant
MC,1,0,nishant
MC,1,369,nishant
MC,1,355,nishant
MC,1,377,nishant
MC,1,440,nishant
MC,1,503,nishant
MC,1,411,nishant
MC,1,439,nishant
MC,1,474,nishant
MC,1,397,nishant
MC,1,588,nishant
MC,1,362,nishant
MC,1,404,nishant
MC,1,377,nishant
MC,1,447,nishant
MC,1,404,nishant
MC,1,377,nishant
MC,1,447,nishant
MC,1,356,nishant
MC,1,382,nishant
MC,1,425,nishant
MC,1,398,nishant
MC,1,440,nishant
MC,1,390,nishant
MC,1,446,nishant
MC,1,397,nishant
MC,1,376,nishant
MC,1,404,nishant
MC,1,398,nishant
MC,1,411,nishant
MC,1,390,nishant
MC,1,376,nishant
MC,1,411,nishant
MC,1,390,nishant
MC,1,397,nishant
MC,1,474,nishant
MC,2,213,nishant
MC,1,362,nishant
MC,1,448,nishant
MC,1,1075,nishant
MC,1,390,nishant
MC,1,363,nishant
MC,1,438,nishant
MC,1,806,nishant
MC,1,378,nishant
MC,1,411,nishant
MC,1,454,nishant
MC,1,362,nishant
MC,1,362,nishant
MC,1,355,nishant
MC,1,375,nishant
MC,1,424,nishant
MC,1,433,nishant
MC,1,404,nishant
MC,1,370,nishant
MC,1,403,nishant
MC,1,425,nishant
MC,1,384,nishant
MC,1,363,nishant
MC,1,375,nishant
MC,1,377,nishant
MC,1,419,nishant
MC,1,369,nishant
MC,1,462,nishant
MC,1,432,nishant
MC,1,363,nishant
MC,1,382,nishant
MC,1,406,nishant
MC,1,368,nishant
MC,1,383,nishant
MC,1,426,nishant
MC,1,461,nishant
MC,1,0,nishant
MC,1,340,nishant
MC,1,390,nishant
MC,1,390,nishant
MC,1,427,nishant
MC,1,389,nishant
MC,1,1094,nishant
MC,1,487,nishant
MC,1,1149,nishant
MC,1,481,nishant
MC,1,376,nishant
MC,1,426,nishant
MC,1,397,nishant
MC,1,389,nishant
MC,1,431,nishant
MC,1,439,nishant
MC,1,339,nishant
MC,1,399,nishant
MC,1,383,nishant
MC,1,439,nishant
MC,1,335,nishant
MC,1,406,nishant
MC,1,481,nishant
MC,1,433,nishant
MC,1,461,nishant
MC,1,0,nishant
MC,1,384,nishant
MC,1,362,nishant
MC,1,398,nishant
MC,1,405,nishant
MC,1,559,nishant
MC,1,1212,nishant
MC,1,438,nishant
MC,1,447,nishant
MC,1,389,nishant
MC,1,375,nishant
MC,1,370,nishant
MC,1,418,nishant
MC,1,354,nishant
MC,1,375,nishant
MC,1,368,nishant
MC,1,361,nishant
MC,1,377,nishant
MC,1,419,nishant
MC,1,404,nishant
MC,1,391,nishant
MC,1,0,nishant
MC,1,419,nishant
MC,1,440,nishant
MC,1,424,nishant
MC,1,453,nishant
MC,1,384,nishant
MC,1,578,nishant
MC,1,361,nishant
MC,1,396,nishant
MC,1,369,nishant
MC,1,487,nishant
MC,1,405,nishant
MC,1,495,nishant
MC,1,360,nishant
MC,1,490,nishant
MC,1,440,nishant
MC,1,320,nishant
MC,1,385,nishant
MC,1,383,nishant
MC,1,441,nishant
MC,1,363,nishant
MC,1,361,nishant
MC,1,334,nishant
MC,1,397,nishant
MC,1,369,nishant
MC,1,378,nishant
MC,1,371,nishant
MC,1,383,nishant
MC,1,0,nishant
MC,1,462,nishant
MC,1,1411,nishant
MC,1,441,nishant
MC,1,390,nishant
MC,1,383,nishant
MC,1,419,nishant
MC,1,406,nishant
MC,1,414,nishant
MC,1,390,nishant
MC,1,386,nishant
MC,1,405,nishant
MC,1,369,nishant
MC,1,383,nishant
MC,1,371,nishant
MC,1,0,nishant
MC,1,367,nishant
MC,1,474,nishant
MC,1,0,nishant
MC,1,405,nishant
MC,1,371,nishant
MC,1,441,nishant
MC,1,440,nishant
MC,1,482,nishant
MC,1,0,nishant
MC,1,383,nishant
MC,1,424,nishant
MC,1,355,nishant
MC,1,454,nishant
MC,1,439,nishant
MC,1,439,nishant
MC,1,474,nishant
MC,1,455,nishant
MC,1,467,nishant
MC,1,418,nishant
MC,1,394,nishant
MC,1,377,nishant
MC,1,363,nishant
MC,1,370,nishant
MC,1,0,nishant
MC,1,403,nishant
MC,1,383,nishant
MC,1,376,nishant
MC,1,454,nishant
MC,1,368,nishant
MC,1,390,nishant
MC,1,410,nishant
MC,1,0,nishant
MC,1,405,nishant
MC,1,390,nishant
MC,1,454,nishant
MC,1,369,nishant
MC,1,466,nishant
MC,1,468,nishant
MC,1,362,nishant
MC,1,459,nishant
MC,1,536,nishant
MC,1,1085,nishant
MC,1,403,nishant
MC,1,454,nishant
MC,1,1307,nishant
MC,1,424,nishant
MC,1,375,nishant
MC,1,365,nishant
MC,1,363,nishant
MC,1,432,nishant
MC,1,0,nishant
MC,1,396,nishant
MC,1,390,nishant
MC,1,412,nishant
MC,1,456,nishant
MC,2,213,nishant
MC,1,482,nishant
MC,1,390,nishant
MC,1,495,nishant
MC,1,411,nishant
MC,1,403,nishant
MC,1,410,nishant
MC,1,361,nishant
MC,1,460,nishant
MC,1,375,nishant
MC,1,1367,nishant
MC,1,390,nishant
MC,1,480,nishant
MC,1,453,nishant
MC,1,404,nishant
MC,1,1178,nishant
MC,1,1084,nishant
MC,1,396,nishant
MC,1,558,nishant
MC,1,432,nishant
MC,1,439,nishant
MC,1,397,nishant
MC,1,369,nishant
MC,1,376,nishant
MC,1,392,nishant
MC,1,369,nishant
MC,1,402,nishant
MC,1,432,nishant
MC,1,411,nishant
MC,1,410,nishant
MC,1,1424,nishant
MC,1,383,nishant
MC,1,495,nishant
MC,1,0,nishant
MC,1,447,nishant
MC,1,481,nishant
MC,1,402,nishant
MC,1,412,nishant
MC,1,412,nishant
MC,1,361,nishant
MC,1,426,nishant
MC,1,369,nishant
MC,1,453,nishant
MC,1,475,nishant
MC,1,390,nishant
MC,1,425,nishant
MC,1,390,nishant
MC,1,544,nishant
MC,1,552,nishant
MC,1,0,nishant
MC,1,417,nishant
MC,1,445,nishant
MC,1,516,nishant
MC,1,413,nishant
MC,1,474,nishant
MC,1,448,nishant
MC,1,507,nishant
MC,1,446,nishant
MC,1,467,nishant
MC,1,404,nishant
MC,1,460,nishant
MC,1,474,nishant
MC,1,566,nishant
MC,1,370,nishant
MC,1,587,nishant
MC,1,433,nishant
MC,1,477,nishant
MC,1,426,nishant
MC,1,431,nishant
MC,1,538,nishant
MC,1,417,nishant
MC,1,468,nishant
MC,1,0,nishant
MC,1,368,nishant
MC,1,353,nishant
MC,1,468,nishant
MC,1,474,nishant
MC,1,453,nishant
MC,1,404,nishant
MC,1,403,nishant
MC,1,375,nishant
MC,1,390,nishant
MC,1,412,nishant
MC,1,737,nishant
MC,1,433,nishant
MC,1,496,nishant
MC,1,503,nishant
MC,1,405,nishant
MC,1,531,nishant
MC,1,362,nishant
MC,1,392,nishant
MC,1,382,nishant
MC,1,412,nishant
MC,1,1220,nishant
MC,1,433,nishant
MC,1,360,nishant
MC,1,452,nishant
MC,1,453,nishant
MC,1,402,nishant
MC,1,383,nishant
MC,1,425,nishant
MC,1,503,nishant
MC,1,411,nishant
MC,1,369,nishant
MC,1,579,nishant
MC,1,377,nishant
MC,1,397,nishant
MC,1,440,nishant
MC,1,362,nishant
MC,1,398,nishant
MC,1,476,nishant
MC,1,530,nishant
MC,1,384,nishant
MC,1,390,nishant
MC,1,397,nishant
MC,1,382,nishant
MC,1,607,nishant
MC,1,397,nishant
MC,1,425,nishant
MC,1,362,nishant
MC,1,362,nishant
MC,1,439,nishant
MC,1,376,nishant
MC,1,440,nishant
MC,1,454,nishant
MC,1,461,nishant
MC,1,481,nishant
MC,1,397,nishant
MC,1,433,nishant
MC,1,360,nishant
MC,1,348,nishant
MC,1,488,nishant
MC,1,460,nishant
MC,1,509,nishant
MC,1,454,nishant
MC,1,455,nishant
MC,1,0,nishant
MC,2,0,nishant
MC,1,386,nishant
MC,2,214,nishant
MC,1,476,nishant
MC,1,0,nishant
MC,1,390,nishant
MC,1,377,nishant
MC,1,543,nishant
MC,1,390,nishant
MC,1,455,nishant
MC,1,453,nishant
MC,1,438,nishant
MC,1,424,nishant
MC,1,417,nishant
MC,1,383,nishant
MC,1,558,nishant
MC,1,369,nishant
MC,1,445,nishant
MC,1,495,nishant
MC,1,533,nishant
MC,1,382,nishant
MC,1,447,nishant
MC,1,404,nishant
MC,1,567,nishant
MC,1,474,nishant
MC,1,496,nishant
MC,1,411,nishant
MC,1,390,nishant
MC,1,434,nishant
MC,1,405,nishant
MC,1,457,nishant
MC,2,215,nishant
MC,3,353,nishant
MC,1,433,nishant
MC,1,419,nishant
MC,1,377,nishant
MC,1,410,nishant
MC,1,362,nishant
MC,1,534,nishant
MC,1,397,nishant
MC,1,397,nishant
MC,1,468,nishant
MC,1,520,nishant
MC,1,398,nishant
MC,1,354,nishant
MC,1,348,nishant
MC,1,446,nishant
MC,1,480,nishant
MC,1,418,nishant
MC,1,440,nishant
MC,1,616,nishant
MC,1,531,nishant
MC,1,503,nishant
MC,1,391,nishant
MC,1,388,nishant
MC,1,461,nishant
MC,1,403,nishant
MC,1,411,nishant
MC,1,397,nishant
MC,1,517,nishant
MC,1,613,nishant
MC,2,214,nishant
MC,1,369,nishant
MC,1,362,nishant
MC,1,376,nishant
MC,1,0,nishant
MC,1,405,nishant
MC,1,377,nishant
MC,1,441,nishant
MC,1,412,nishant
MC,1,421,nishant
MC,1,420,nishant
MC,1,490,nishant
MC,1,354,nishant
MC,1,438,nishant
MC,1,384,nishant
MC,1,419,nishant
MC,1,425,nishant
MC,1,369,nishant
MC,1,405,nishant
MC,1,440,nishant
MC,1,382,nishant
MC,1,543,nishant
MC,1,391,nishant
MC,1,455,nishant
MC,1,399,nishant
MC,1,0,nishant
MC,1,396,nishant
MC,1,419,nishant
MC,1,405,nishant
MC,1,397,nishant
MC,1,460,nishant
MC,1,389,nishant
MC,1,390,nishant
MC,1,397,nishant
MC,1,509,nishant
MC,1,389,nishant
MC,1,597,nishant
MC,1,376,nishant
MC,1,524,nishant
MC,1,405,nishant
MC,1,380,nishant
MC,1,367,nishant
MC,1,429,nishant
MC,1,380,nishant
MC,1,522,nishant
MC,1,0,nishant
MC,1,417,nishant
MC,1,384,nishant
MC,1,376,nishant
MC,1,405,nishant
MC,1,405,nishant
MC,1,391,nishant
MC,1,436,nishant
MC,1,367,nishant
MC,1,365,nishant
MC,1,463,nishant
MC,1,390,nishant
MC,1,426,nishant
MC,1,490,nishant
MC,1,397,nishant
MC,1,446,nishant
MC,1,381,nishant
MC,1,404,nishant
MC,1,508,nishant
MC,1,369,nishant
MC,1,361,nishant
MC,1,1178,nishant
MC,1,382,nishant
MC,1,432,nishant
MC,1,447,nishant
MC,1,403,nishant
MC,1,390,nishant
MC,1,416,nishant
MC,1,446,nishant
MC,1,672,nishant
MC,1,467,nishant
MC,1,437,nishant
MC,1,417,nishant
MC,1,418,nishant
MC,1,396,nishant
MC,1,517,nishant
MC,1,433,nishant
MC,1,432,nishant
MC,1,452,nishant
MC,1,427,nishant
MC,1,394,nishant
MC,1,445,nishant
MC,1,375,nishant
MC,1,431,nishant
MC,1,398,nishant
MC,1,442,nishant
MC,1,412,nishant
MC,1,367,nishant
MC,1,371,nishant
MC,2,213,nishant
MC,1,411,nishant
MC,1,427,nishant
